"playerID","salary_ratio","points_ratio","total_first_place_votes","total_awards","total_GP","perc_starting","TotalBatGames","total_bat_games_post","BattingAverage","AvgRunsPerGame","AvgHomeRunsPerGame","AvgRBIsPerGame","AvgNoStrikeoutsPerGame","TotalPitGames","total_pit_games_post","WinLossRatio","AvgERA","AvgSO","AvgCG","AvgSHO","TotalFieGames","total_fie_games_post","avg_PO","avg_A","avg_E","avg_DP","avg_ZR","class"
"hoffmtr01","2.12","0.1266","25","8","7","0.0000","1035","12","0.1176","0.0010","0.0000","0.0048","0.9894","1035","12","0.8133","0.053720","1.0947","0.0000","0.0000","1035","12","0.0638","0.0802","0.0039","0.0048","0.000000","1"
"maddugr01","4.43","0.3092","111","31","4","0.7500","759","37","0.1710","0.1357","0.0066","0.1107","0.4480","744","35","1.5639","0.113723","4.5309","0.1465","0.0470","744","35","0.7339","1.6048","0.0712","0.1317","0.000000","1"
"martied01","2.23","0.2020","4","10","7","0.5714","2055","34","0.3115","0.5932","0.1504","0.6136","0.4151","0","0","0","0","0","0","0","592","0","0.9561","1.7314","0.1368","0.1807","0.000000","1"
"martipe02","4.68","0.2751","100","12","3","0.3333","477","16","0.0991","0.0461","0.0000","0.0377","0.6017","476","16","2.1900","0.113382","6.6261","0.0966","0.0357","476","16","0.3256","0.5525","0.0483","0.0231","0.000000","1"
"mauerjo01","3.93","0.4051","29","10","6","0.6667","1858","10","0.3063","0.5479","0.0770","0.4968","0.4435","0","0","0","0","0","0","0","1526","10","7.0164","0.4581","0.0321","0.3408","0.000000","1"
"jacksre01","2.02","0.2528","32","13","12","0.8333","2820","77","0.2620","0.5500","0.1996","0.6035","0.0791","0","0","0","0","0","0","0","2102","61","1.9324","0.0633","0.0676","0.0147","0.000000","1"
"jeterde01","5.36","0.2525","43","20","13","0.6923","2747","158","0.3095","0.7000","0.0946","0.4772","0.3302","0","0","0","0","0","0","0","2674","157","1.4286","2.4701","0.0950","0.5266","0.000000","1"
"johnsra05","4.68","0.2476","148","13","8","0.5000","619","19","0.1248","0.0323","0.0016","0.0646","0.5218","618","19","1.8253","0.135178","7.8883","0.1618","0.0599","619","19","0.1454","0.7237","0.0921","0.0291","0.000000","1"
"jonesch06","3.80","0.1993","39","6","7","0.7143","2499","93","0.3034","0.6479","0.1873","0.6495","0.4362","0","0","0","0","0","0","0","2405","94","0.7364","1.4890","0.1010","0.1281","0.000000","1"
"larkiba01","3.27","0.1754","11","24","9","0.5556","2180","17","0.2948","0.6096","0.0908","0.4404","0.6252","0","0","0","0","0","0","0","2088","17","1.5105","2.8084","0.1125","0.5235","0.000000","1"
"mcgrifr01","3.12","0.1763","0","7","5","0.6000","2460","50","0.2843","0.5484","0.2004","0.6301","0.2350","0","0","0","0","0","0","0","2239","50","8.4792","0.6463","0.0746","0.7928","0.000000","1"
"molitpa01","3.38","0.1592","3","13","6","0.3333","2683","29","0.3063","0.6642","0.0872","0.4871","0.5363","0","0","0","0","0","0","0","1495","20","2.3452","2.1679","0.1391","0.4441","0.000000","1"
"morrija02","3.64","0.0592","6","5","5","0.6000","568","14","0.0000","0.0070","0.0000","0.0000","1.0000","549","13","1.3656","0.131384","4.5137","0.3188","0.0510","549","13","0.7049","0.7523","0.0528","0.0656","0.000000","1"
"murraed02","3.04","0.3709","24","9","6","0.1667","3026","44","0.2871","0.5377","0.1666","0.6335","0.4990","0","0","0","0","0","0","0","2422","23","8.7799","0.7725","0.0694","0.8398","0.000000","1"
"mussimi01","4.35","0.0579","3","8","3","0.0000","537","23","0.1731","0.0056","0.0000","0.0093","0.9832","537","23","1.7647","0.124097","5.2384","0.1061","0.0428","537","23","0.4302","0.9255","0.0279","0.0689","0.000000","1"
"ryanno01","3.35","0.0736","19","2","5","0.2000","807","9","0.1103","0.0496","0.0025","0.0446","0.5403","807","9","1.1096","0.123594","7.0805","0.2751","0.0756","807","9","0.2726","0.6778","0.1115","0.0335","0.000000","1"
"sandbry01","3.07","0.3141","23","25","10","0.9000","2164","10","0.2846","0.6091","0.1303","0.4903","0.4177","0","0","0","0","0","0","0","2135","10","1.8230","3.1138","0.0562","0.5513","0.000000","1"
"schmimi01","4.85","0.4137","61","33","10","0.7000","2404","36","0.2675","0.6265","0.2280","0.6635","0.2167","0","0","0","0","0","0","0","2399","36","1.1822","2.1647","0.1367","0.2418","0.000000","1"
"seaveto01","2.54","0.1908","86","10","8","0.1250","677","8","0.1536","0.1462","0.0177","0.1270","0.2836","656","8","1.5171","0.101845","5.5488","0.3521","0.0930","656","8","0.5000","1.0549","0.0640","0.0823","0.000000","1"
"niekrph01","1.01","0.0747","2","7","2","0.0000","866","2","0.1692","0.0924","0.0081","0.1259","0.6374","864","2","1.1606","0.123333","3.8681","0.2836","0.0521","864","2","0.4468","1.0162","0.0428","0.0961","0.000000","1"
"ortizda01","2.95","0.3652","17","19","9","0.7778","2408","85","0.2861","0.5893","0.2247","0.7342","0.2733","0","0","0","0","0","0","0","278","7","7.1331","0.5899","0.0791","0.6367","0.000000","1"
"perezto01","0.56","0.1324","0","4","7","0.1429","2777","47","0.2794","0.4580","0.1365","0.5949","0.3277","0","0","0","0","0","0","0","2539","44","5.9579","0.9610","0.0945","0.5845","0.000000","1"
"piazzmi01","4.27","0.3682","37","22","11","0.9091","1912","32","0.3078","0.5481","0.2233","0.6982","0.4179","0","0","0","0","0","0","0","1700","29","6.6747","0.4518","0.0776","0.0782","0.000000","1"
"puckeki01","4.33","0.2792","3","22","10","0.6000","1783","24","0.3181","0.6007","0.1161","0.6085","0.4588","0","0","0","0","0","0","0","1707","24","2.5729","0.0838","0.0299","0.0217","0.000000","1"
"raineti01","1.98","0.1703","6","4","7","0.2857","2502","34","0.2936","0.6279","0.0679","0.3917","0.6139","0","0","0","0","0","0","0","2176","28","1.9688","0.1255","0.0280","0.0161","0.000000","1"
"riceji01","4.13","0.3879","25","10","7","0.5714","2089","18","0.2981","0.5979","0.1829","0.6946","0.3188","0","0","0","0","0","0","0","1543","14","2.0110","0.0888","0.0428","0.0123","0.000000","1"
"ripkeca01","4.10","0.2554","60","29","18","0.9444","3001","28","0.2756","0.5488","0.1436","0.5648","0.5651","0","0","0","0","0","0","0","2977","28","1.3813","2.7592","0.0988","0.5650","0.000000","1"
"riverma01","3.66","0.0800","9","16","9","0.0000","1115","96","0.0000","0.0000","0.0000","0.0009","0.9991","1115","96","1.3667","0.037865","1.0520","0.0000","0.0000","1115","96","0.0987","0.2314","0.0054","0.0108","0.000000","1"
"rodriiv01","2.90","0.1644","8","29","14","0.8571","2543","40","0.2965","0.5324","0.1223","0.5238","0.4204","0","0","0","0","0","0","0","2436","40","6.1256","0.5062","0.0587","0.0673","0.000000","1"
"rolensc01","2.85","0.2050","29","13","5","0.8000","2038","39","0.2808","0.5942","0.1551","0.6315","0.3081","0","0","0","0","0","0","0","2023","39","0.7306","2.0173","0.0919","0.1755","0.000000","1"
"simmote01","1.67","0.0943","0","4","5","0.4000","2456","17","0.2848","0.4373","0.1010","0.5656","0.7174","0","0","0","0","0","0","0","2035","17","5.1813","0.5366","0.0830","0.1219","0.000000","1"
"smithle02","2.11","0.0941","4","7","3","0.0000","1023","4","0.0469","0.0020","0.0010","0.0020","0.9589","1022","4","0.7717","0.061703","1.2241","0.0000","0.0000","1022","4","0.0509","0.1086","0.0039","0.0088","0.000000","1"
"smithoz01","3.26","0.1147","17","23","14","0.7857","2573","42","0.2618","0.4885","0.0109","0.3082","0.7711","0","0","0","0","0","0","0","2511","40","1.6922","3.3353","0.1119","0.6332","0.000000","1"
"smoltjo01","3.61","0.1367","26","10","6","0.1667","735","42","0.1593","0.1048","0.0068","0.0830","0.5034","723","41","1.3742","0.106805","4.2656","0.0733","0.0221","723","41","0.4426","0.5989","0.0387","0.0415","0.000000","1"
"suttebr01","3.57","0.2057","14","10","4","0.0000","661","6","0.0882","0.0091","0.0000","0.0091","0.9244","661","6","0.9577","0.055915","1.3026","0.0000","0.0000","661","6","0.1362","0.2194","0.0136","0.0136","0.000000","1"
"suttodo01","1.62","0.0620","2","3","4","0.2500","785","15","0.1440","0.0815","0.0000","0.0815","0.5350","774","15","1.2656","0.106886","4.6176","0.2300","0.0749","774","15","0.4315","0.7920","0.0401","0.0543","0.000000","1"
"thomafr04","3.15","0.4358","63","10","3","0.6667","2322","16","0.3010","0.6434","0.2244","0.7339","0.3984","0","0","0","0","0","0","0","971","5","8.1462","0.5118","0.0824","0.7992","0.000000","1"
"thomeji01","3.07","0.1385","0","6","5","0.4000","2543","71","0.2764","0.6225","0.2407","0.6681","-0.0020","0","0","0","0","0","0","0","1599","52","5.9099","0.9787","0.0857","0.6191","0.000000","1"
"trammal01","1.93","0.1724","13","11","4","0.0000","2293","13","0.2854","0.5369","0.0807","0.4374","0.6188","0","0","0","0","0","0","0","2202","13","1.5658","2.8451","0.1067","0.5999","0.000000","1"
"walkela01","4.54","0.1831","22","14","5","0.8000","1988","28","0.3127","0.6816","0.1927","0.6595","0.3808","0","0","0","0","0","0","0","1887","28","2.1070","0.1129","0.0302","0.0488","0.000000","1"
"winfida01","2.99","0.2433","6","20","12","0.6667","2973","26","0.2827","0.5614","0.1564","0.6165","0.4329","0","0","0","0","0","0","0","2479","19","2.0218","0.0678","0.0383","0.0153","0.000000","1"
"yountro01","3.09","0.2566","35","12","3","0.6667","2856","17","0.2854","0.5714","0.0879","0.4923","0.5273","0","0","0","0","0","0","0","2709","17","2.1613","1.7903","0.1126","0.3555","0.000000","1"
"abbotji01","1.53","0.1286","0","2","0","0","263","0","0.0952","0.0000","0.0000","0.0114","0.9620","263","0","0.8056","0.188061","3.3764","0.1179","0.0228","263","0","0.2738","1.1407","0.0342","0.0608","0.000000","0"
"abreubo01","3.06","0.0228","0","2","2","0.5000","2425","20","0.2913","0.5992","0.1188","0.5621","0.2412","0","0","0","0","0","0","0","2138","17","1.8485","0.0636","0.0341","0.0112","0.000000","0"
"aguilri01","2.28","0.0281","0","0","3","0.0000","737","15","0.2014","0.0163","0.0041","0.0149","0.9498","732","15","1.0617","0.090751","1.4071","0.0137","0.0000","732","15","0.1352","0.2418","0.0068","0.0123","0.000000","0"
"alexado01","1.63","0.0234","1","0","0","0","562","6","0.1660","0.0338","0.0000","0.0302","0.8630","561","6","1.1149","0.158039","2.7237","0.1747","0.0321","561","6","0.4706","0.9287","0.0570","0.0642","0.000000","0"
"alomasa02","1.03","0.3045","28","3","6","0.5000","1377","49","0.2728","0.3776","0.0813","0.4270","0.6376","0","0","0","0","0","0","0","1325","49","5.7864","0.3502","0.0649","0.0543","0.000000","0"
"aloumo01","2.62","0.1681","0","5","6","0.0000","1942","34","0.3033","0.5711","0.1710","0.6627","0.5396","0","0","0","0","0","0","0","1864","33","1.6706","0.0510","0.0349","0.0107","0.000000","0"
"anderbr01","2.41","0.0880","0","0","3","0.6667","1834","19","0.2556","0.5791","0.1145","0.4149","0.3511","0","0","0","0","0","0","0","1691","19","2.1957","0.0355","0.0248","0.0095","0.000000","0"
"anderga01","2.08","0.2432","13","5","3","0.3333","2228","36","0.2927","0.4865","0.1288","0.6127","0.4506","0","0","0","0","0","0","0","1913","36","2.1208","0.0570","0.0251","0.0094","0.000000","0"
"ankieri01","0.35","0.5438","6","0","0","0","653","9","0.2405","0.3982","0.1164","0.3844","0.1501","51","3","1.3000","0.378431","5.2745","0.0000","0.0000","587","7","1.9063","0.0886","0.0528","0.0119","0.000000","0"
"appieke01","2.96","0.0923","1","0","1","0.0000","414","7","0.0964","0.0097","0.0000","0.0097","0.9058","414","7","1.2336","0.214783","4.8164","0.0821","0.0290","414","7","0.4879","0.5435","0.0290","0.0604","0.000000","0"
"arroybr01","2.08","0.0030","0","1","1","0.0000","436","13","0.1288","0.0803","0.0138","0.0665","0.3670","419","12","1.0803","0.167422","3.7494","0.0382","0.0143","419","12","0.5274","0.7757","0.0382","0.0525","0.000000","0"
"aurilri01","0.98","0.0446","0","2","1","1.0000","1652","25","0.2755","0.4510","0.1126","0.4576","0.4788","0","0","0","0","0","0","0","1605","25","1.9184","2.1907","0.0991","0.5813","0.000000","0"
"ausmubr01","1.04","0","0","3","1","0.0000","1971","35","0.2515","0.3643","0.0406","0.3080","0.4754","0","0","0","0","0","0","0","1960","35","6.5592","0.4898","0.0408","0.0679","0.000000","0"
"baergca01","1.40","0.1033","0","4","3","0.3333","1630","15","0.2910","0.4485","0.0822","0.4748","0.6442","0","0","0","0","0","0","0","1366","15","1.9283","2.5630","0.1237","0.6003","0.000000","0"
"bailobo01","0.79","0","0","0","0","0","955","2","0.2639","0.3550","0.0094","0.2325","0.8283","3","0","0","2.570000","0.0000","0.0000","0.0000","981","2","1.5219","1.2202","0.0734","0.2100","0.000000","0"
"bakerdu01","1.18","0.2063","0","5","2","0.0000","2039","40","0.2783","0.4728","0.1187","0.4968","0.5459","0","0","0","0","0","0","0","1903","40","2.1403","0.0715","0.0310","0.0284","0.000000","0"
"bautijo02","2.23","0.3695","6","5","5","0.8000","1798","20","0.2472","0.5684","0.1913","0.5423","0.2247","0","0","0","0","0","0","0","1653","19","1.5590","0.5584","0.0514","0.0629","0.000000","0"
"bayja01","2.09","0.1837","25","2","2","1.0000","1278","14","0.2664","0.5767","0.1737","0.5900","0.0485","0","0","0","0","0","0","0","1254","14","1.8365","0.0542","0.0215","0.0072","0.000000","0"
"baylodo01","1.51","0.2332","20","9","1","1.0000","2292","38","0.2604","0.5393","0.1475","0.5567","0.5336","0","0","0","0","0","0","0","970","8","2.8000","0.1134","0.0598","0.0825","0.000000","0"
"beckejo02","2.97","0.1250","8","3","1","0.0000","335","14","0.1419","0.0567","0.0090","0.0537","0.6716","335","14","1.3019","0.169791","5.6746","0.0358","0.0179","335","14","0.3940","0.6597","0.0567","0.0358","0.000000","0"
"beckro01","2.00","0.0226","0","1","2","0.0000","704","6","0.2105","0.0000","0.0000","0.0014","0.9858","704","6","0.8444","0.070511","0.9148","0.0000","0.0000","704","6","0.0554","0.1364","0.0057","0.0099","0.000000","0"
"bedrost01","1.41","0.1163","9","3","1","0.0000","732","13","0.0980","0.0041","0.0000","0.0027","0.9208","732","13","0.9620","0.071284","1.2582","0.0000","0.0000","732","13","0.0874","0.1667","0.0137","0.0150","0.000000","0"
"bellbu01","1.84","0.0352","0","10","5","0.0000","2405","0","0.2795","0.4786","0.0836","0.4599","0.6773","0","0","0","0","0","0","0","2373","0","0.9254","2.1108","0.1104","0.1888","0.000000","0"
"belleal01","4.82","0.3967","13","11","4","0.5000","1539","18","0.2949","0.6329","0.2476","0.8051","0.3756","0","0","0","0","0","0","0","1311","18","2.0153","0.0694","0.0503","0.0137","0.000000","0"
"bellge02","3.06","0.3034","20","8","3","0.3333","1587","12","0.2780","0.5129","0.1670","0.6314","0.5142","0","0","0","0","0","0","0","1236","9","1.8560","0.0680","0.0712","0.0089","0.000000","0"
"bellhe01","1.46","0.0089","0","3","3","0.0000","590","0","0.0000","0.0000","0.0000","0.0000","0.9966","590","0","1.1875","0.073186","1.0797","0.0000","0.0000","590","0","0.0678","0.1407","0.0017","0.0153","0.000000","0"
"bellja01","2.75","0.0391","0","3","2","0.5000","2063","30","0.2653","0.5444","0.0945","0.4169","0.3005","0","0","0","0","0","0","0","2006","27","1.5962","2.7961","0.1097","0.5583","0.000000","0"
"beltrca01","3.78","0.1447","26","8","8","0.7500","2586","65","0.2790","0.6118","0.1682","0.6137","0.3059","0","0","0","0","0","0","0","2211","52","2.3329","0.0647","0.0339","0.0167","0.000000","0"
"benitar01","1.86","0.0067","0","2","0","0","762","28","0.0000","0.0000","0.0000","0.0026","0.9948","762","28","0.8511","0.079606","1.2415","0.0000","0.0000","762","28","0.0407","0.0525","0.0092","0.0013","0.000000","0"
"berkmla01","3.11","0.2737","0","2","6","0.5000","1879","52","0.2935","0.6099","0.1948","0.6567","0.3081","0","0","0","0","0","0","0","1762","53","4.4830","0.3570","0.0448","0.3553","0.000000","0"
"bicheda01","2.91","0.1712","6","2","4","0.2500","1704","4","0.2987","0.5481","0.1608","0.6696","0.3674","0","0","0","0","0","0","0","1553","4","1.8216","0.0824","0.0515","0.0245","0.000000","0"
"blakeca01","1.23","0","0","0","0","0","1265","27","0.2636","0.5091","0.1320","0.4870","0.1802","0","0","0","0","0","0","0","1283","28","1.3297","1.3663","0.0974","0.1808","0.000000","0"
"bluevi01","0.78","0.2263","29","6","4","0.7500","508","17","0.1035","0.0728","0.0079","0.0295","0.4665","502","17","1.2981","0.119163","4.3327","0.2849","0.0737","502","17","0.2530","0.8506","0.0378","0.0418","0.000000","0"
"boddimi01","2.52","0.1682","8","3","0","0","346","4","0","0.0058","0.0000","0.0000","1.0000","342","4","1.1552","0.179825","3.8889","0.1842","0.0468","342","4","0.7164","1.0702","0.0936","0.1082","0.000000","0"
"bondsba01","5.81","0.6036","195","47","13","0.9231","2986","48","0.2981","0.7458","0.2552","0.6685","0.4846","0","0","0","0","0","0","0","2874","48","1.9614","0.0602","0.0338","0.0087","0.000000","0"
"bonilbo01","3.16","0.3088","2","6","6","0.3333","2113","46","0.2787","0.5130","0.1358","0.5551","0.4302","1","0","0","18.000000","0.0000","0.0000","0.0000","1972","41","1.5441","0.9478","0.1166","0.1273","0.000000","0"
"booneaa01","0.61","0","0","0","1","0.0000","1152","17","0.2627","0.4505","0.1094","0.4818","0.3863","0","0","0","0","0","0","0","1108","17","1.2166","1.8348","0.1255","0.2338","0.000000","0"
"boonebo01","2.25","0.0199","2","8","4","0.2500","2264","36","0.2537","0.2999","0.0464","0.3648","0.7314","0","0","0","0","0","0","0","2240","36","5.0558","0.5290","0.0817","0.0692","0.000000","0"
"boonebr01","2.18","0.2772","7","8","2","0.5000","1780","31","0.2656","0.5208","0.1416","0.5736","0.2725","0","0","0","0","0","0","0","1771","30","1.9452","2.5940","0.0661","0.6126","0.000000","0"
"bowala01","1.10","0.1440","6","4","5","0.6000","2247","32","0.2603","0.4393","0.0067","0.2336","0.7468","0","0","0","0","0","0","0","2227","32","1.4921","3.0822","0.0947","0.5689","0.000000","0"
"brookhu01","1.55","0.0417","0","2","2","0.0000","1645","0","0.2692","0.3988","0.0906","0.5009","0.3891","0","0","0","0","0","0","0","1489","0","1.2995","1.3640","0.1316","0.1927","0.000000","0"
"brosisc01","1.69","0","0","4","1","0.0000","1146","58","0.2574","0.4747","0.1230","0.4634","0.3901","0","0","0","0","0","0","0","1209","58","1.0083","1.5062","0.0984","0.1836","0.000000","0"
"brownke01","5.17","0.1092","10","2","5","0.2000","490","14","0.1293","0.0408","0.0041","0.0592","0.6184","486","14","1.4653","0.138889","4.9321","0.1481","0.0350","486","14","0.7984","1.1564","0.1008","0.0761","0.000000","0"
"brownto05","2.16","0.3125","0","0","0","0","324","3","0.1530","0.1296","0.0062","0.0988","0.3827","302","3","1.3667","0.168245","3.3113","0.1026","0.0397","302","3","0.2583","0.8113","0.0662","0.0695","0.000000","0"
"bucknbi01","1.21","0.0554","0","0","1","0.0000","2517","23","0.2889","0.4279","0.0691","0.4799","0.8200","0","0","0","0","0","0","0","2199","23","6.8786","0.6271","0.0664","0.5471","0.000000","0"
"buehrma01","2.88","0.0357","0","4","3","0.3333","518","6","0.0720","0.0077","0.0019","0.0058","0.8880","518","6","1.3375","0.118610","3.6100","0.0637","0.0193","518","6","0.3514","1.1737","0.0425","0.1023","0.000000","0"
"buhneja01","2.37","0.1173","0","1","1","0.0000","1472","26","0.2539","0.5414","0.2106","0.6556","0.0448","0","0","0","0","0","0","0","1398","25","1.8147","0.0715","0.0236","0.0200","0.000000","0"
"bumbral01","0.34","0.0962","13","2","1","0.0000","1496","22","0.2814","0.5201","0.0361","0.2687","0.5261","0","0","0","0","0","0","0","1241","19","2.3973","0.0548","0.0355","0.0081","0.000000","0"
"burksel01","2.37","0.1761","0","5","1","0.0000","2000","25","0.2913","0.6265","0.1760","0.6030","0.3300","0","0","0","0","0","0","0","1612","20","2.1309","0.0502","0.0372","0.0081","0.000000","0"
"burleri01","1.44","0.0273","1","4","3","0.3333","1346","14","0.2726","0.4874","0.0371","0.3336","0.6456","0","0","0","0","0","0","0","1290","12","1.8209","3.1853","0.1465","0.6922","0.000000","0"
"burneaj01","2.88","0","0","0","0","0","436","8","0.1136","0.0459","0.0092","0.0436","0.4472","435","8","1.0446","0.156943","5.7770","0.0552","0.0230","435","8","0.3885","0.7310","0.0897","0.0368","0.000000","0"
"burnije01","1.91","0.0062","0","0","1","1.0000","1694","0","0.2534","0.5413","0.1860","0.5791","0.1877","0","0","0","0","0","0","0","1579","0","1.8448","0.0589","0.0450","0.0114","0.000000","0"
"burrepa01","2.27","0.0786","0","0","0","0","1640","31","0.2531","0.4677","0.1780","0.5951","0.0463","0","0","0","0","0","0","0","1386","30","1.7879","0.0823","0.0426","0.0346","0.000000","0"
"burroje01","0.73","0.2619","10","3","1","1.0000","1689","1","0.2607","0.4263","0.1421","0.5222","0.3280","0","0","0","0","0","0","0","1287","0","1.6915","0.0668","0.0466","0.0171","0.000000","0"
"butlebr01","2.37","0.0545","1","2","1","0.0000","2213","14","0.2903","0.6141","0.0244","0.2612","0.5901","0","0","0","0","0","0","0","2159","13","2.4530","0.0565","0.0190","0.0148","0.000000","0"
"cabreor01","1.44","0.0128","0","2","0","0","1985","37","0.2718","0.4962","0.0620","0.4302","0.6247","0","0","0","0","0","0","0","1966","37","1.5376","2.7696","0.1007","0.6033","0.000000","0"
"cainma01","2.97","0.0361","0","0","1","1.0000","349","8","0.1211","0.0774","0.0201","0.0974","0.1175","342","8","0.8814","0.148041","4.9532","0.0439","0.0175","342","8","0.3830","0.6696","0.0497","0.0468","0.000000","0"
"camermi01","1.95","0.0112","0","3","1","0.0000","1955","27","0.2486","0.5442","0.1422","0.4951","0.0276","0","0","0","0","0","0","0","1921","27","2.5789","0.0396","0.0370","0.0109","0.000000","0"
"caminke01","2.40","1.0000","28","6","3","0.3333","1760","23","0.2719","0.5080","0.1358","0.5585","0.3392","0","0","0","0","0","0","0","1709","21","0.8724","1.8379","0.1492","0.1750","0.000000","0"
