"playerID","salary_ratio","points_ratio","total_first_place_votes","total_awards","total_GP","perc_starting","TotalBatGames","total_bat_games_post","BattingAverage","AvgRunsPerGame","AvgHomeRunsPerGame","AvgRBIsPerGame","AvgNoStrikeoutsPerGame","TotalPitGames","total_pit_games_post","WinLossRatio","AvgERA","AvgSO","AvgCG","AvgSHO","TotalFieGames","total_fie_games_post","avg_PO","avg_A","avg_E","avg_DP","avg_ZR","class"
"koosmje01","1.26","0.0998","16","0","2","0.0000","612","7","0.1191","0.0588","0.0033","0.0752","0.3170","612","7","1.0622","0.117141","4.1765","0.2288","0.0539","612","7","0.1895","0.9510","0.0686","0.0588","0.000000","Y"
"seaveto01","2.54","0.1908","86","10","8","0.1250","677","8","0.1536","0.1462","0.0177","0.1270","0.2836","656","8","1.5171","0.101845","5.5488","0.3521","0.0930","656","8","0.5000","1.0549","0.0640","0.0823","0.000000","Y"
"bakerdu01","1.18","0.2063","0","5","2","0.0000","2039","40","0.2783","0.4728","0.1187","0.4968","0.5459","0","0","0","0","0","0","0","1903","40","2.1403","0.0715","0.0310","0.0284","0.000000","Y"
"mcraeha01","1.62","0.1537","0","4","3","0.0000","2084","48","0.2897","0.4511","0.0917","0.5264","0.6262","0","0","0","0","0","0","0","516","10","1.7190","0.1628","0.0795","0.0349","0.000000","Y"
"jorgemi01","0.42","0","0","1","0","0","1633","4","0.2435","0.2627","0.0582","0.2609","0.6393","0","0","0","0","0","0","0","1335","1","5.2307","0.4090","0.0404","0.4509","0.000000","Y"
"fingero01","2.24","0.2291","41","11","5","0.0000","945","30","0.1722","0.0106","0.0021","0.0095","0.9524","944","30","0.9661","0.077701","1.3761","0.0042","0.0021","944","30","0.1144","0.2680","0.0148","0.0244","0.000000","Y"
"hebneri01","0.46","0.0060","0","0","0","0","1908","30","0.2757","0.4534","0.1064","0.4665","0.6116","0","0","0","0","0","0","0","1711","26","2.5178","1.4985","0.1210","0.2992","0.000000","Y"
"oliveal01","1.57","0.1211","3","5","7","0.1429","2368","28","0.3031","0.5021","0.0925","0.5600","0.6807","0","0","0","0","0","0","0","2109","22","4.2864","0.2361","0.0621","0.2432","0.000000","Y"
"simmote01","1.67","0.0943","0","4","5","0.4000","2456","17","0.2848","0.4373","0.1010","0.5656","0.7174","0","0","0","0","0","0","0","2035","17","5.1813","0.5366","0.0830","0.1219","0.000000","Y"
"evansda01","1.61","0.0446","0","1","2","0.0000","2687","13","0.2477","0.5002","0.1541","0.5039","0.4753","0","0","0","0","0","0","0","2404","16","3.3128","1.6344","0.1369","0.3519","0.000000","Y"
"fiskca01","1.76","0.1905","28","10","10","0.7000","2499","14","0.2691","0.5106","0.1505","0.5322","0.4454","0","0","0","0","0","0","0","2298","14","5.0531","0.4678","0.0718","0.0727","0.000000","Y"
"martibu01","0.79","0","0","0","0","0","1049","5","0.2253","0.2336","0.0553","0.3060","0.6006","1","0","0","9.000000","0.0000","0.0000","0.0000","1010","5","4.0000","0.3931","0.0693","0.0594","0.105263","N"
"bucknbi01","1.21","0.0554","0","0","1","0.0000","2517","23","0.2889","0.4279","0.0691","0.4799","0.8200","0","0","0","0","0","0","0","2199","23","6.8786","0.6271","0.0664","0.5471","0.000000","Y"
"garvest01","2.77","0.2745","13","15","10","0.9000","2332","55","0.2942","0.4901","0.1166","0.5609","0.5699","0","0","0","0","0","0","0","2261","55","8.4051","0.6342","0.0575","0.6771","0.000000","Y"
"russebi01","1.01","0.0030","0","1","3","0.3333","2181","49","0.2632","0.3650","0.0211","0.2875","0.6942","0","0","0","0","0","0","0","2113","49","1.4690","2.7037","0.1680","0.4430","0.000000","Y"
"dempsri01","0.66","0","0","2","0","0","1766","25","0.2329","0.2973","0.0544","0.2667","0.5832","2","0","0","2.250000","0.0000","0.0000","0.0000","1662","24","4.4537","0.4639","0.0602","0.0686","0.000000","Y"
"mcdonda01","0.13","0","0","0","0","0","33","0","0.1452","0.0909","0.0303","0.1818","0.4242","0","0","0","0","0","0","0","16","0","6.1250","0.4375","0.1875","0.6875","0.000000","N"
"bluevi01","0.78","0.2263","29","6","4","0.7500","508","17","0.1035","0.0728","0.0079","0.0295","0.4665","502","17","1.2981","0.119163","4.3327","0.2849","0.0737","502","17","0.2530","0.8506","0.0378","0.0418","0.000000","Y"
"garbege01","1.60","0.0154","0","0","0","0","933","7","0.1478","0.0075","0.0000","0.0043","0.9561","931","7","0.8496","0.084844","1.0097","0.0043","0.0000","931","7","0.1708","0.3008","0.0161","0.0247","0.000000","N"
"fostege01","5.38","0.4738","20","9","5","1.0000","1977","23","0.2741","0.4987","0.1760","0.6267","0.2822","0","0","0","0","0","0","0","1882","21","2.0239","0.0632","0.0329","0.0149","0.000000","Y"
"reussje01","1.69","0.0745","1","0","2","0.5000","631","11","0.1670","0.1125","0.0016","0.0919","0.3138","628","11","1.1518","0.154873","3.0366","0.2022","0.0621","628","11","0.2707","0.9602","0.0669","0.0605","0.000000","Y"
"harrato01","1.51","0.0343","0","1","1","1.0000","2155","0","0.2640","0.5174","0.0905","0.4260","0.5972","0","0","0","0","0","0","0","2157","0","1.1729","2.3018","0.1293","0.3547","0.000000","Y"
"baylodo01","1.51","0.2332","20","9","1","1.0000","2292","38","0.2604","0.5393","0.1475","0.5567","0.5336","0","0","0","0","0","0","0","970","8","2.8000","0.1134","0.0598","0.0825","0.000000","Y"
"grichbo01","1.34","0.0843","0","8","6","0.5000","2008","24","0.2660","0.5144","0.1116","0.4303","0.3635","0","0","0","0","0","0","0","2044","24","2.3885","2.8821","0.0925","0.6986","0.000000","Y"
"conceda01","1.42","0.1746","0","11","7","0.7143","2488","34","0.2667","0.3991","0.0406","0.3818","0.5233","1","0","0","0.000000","1.0000","0.0000","0.0000","2499","31","1.6987","2.8107","0.1305","0.5562","0.000000","Y"
"wilcomi01","0.78","0","0","0","0","0","397","5","0.1774","0.0076","0.0000","0.0126","0.9622","394","5","1.0531","0.168706","2.8858","0.1853","0.0254","394","5","0.3096","0.9061","0.0685","0.0761","0.000000","N"
"cedence01","0.85","0.1015","1","9","4","0.2500","2006","17","0.2855","0.5404","0.0992","0.4865","0.5324","0","0","0","0","0","0","0","1976","16","3.0283","0.0987","0.0461","0.0906","0.000000","Y"
"forscke01","0.82","0","0","0","2","0.0000","521","2","0.1358","0.0307","0.0000","0.0326","0.6871","521","2","1.0088","0.112534","2.0096","0.1344","0.0345","521","2","0.2572","0.5854","0.0499","0.0461","0.000000","Y"
"houghch01","1.19","0","0","0","1","0.0000","858","8","0.1460","0.0082","0.0012","0.0152","0.9382","858","8","1.0000","0.115653","2.7529","0.1247","0.0152","858","8","0.2739","0.6737","0.0256","0.0443","0.000000","Y"
"pacioto01","0.60","0.1173","0","0","1","0.0000","1392","8","0.2820","0.3549","0.0618","0.3614","0.4943","0","0","0","0","0","0","0","1214","6","3.4992","0.2257","0.0428","0.2339","0.000000","N"
"blylebe01","2.01","0.0789","5","0","2","0.0000","699","8","0.1308","0.0272","0.0000","0.0358","0.7239","692","8","1.1480","0.119798","5.3483","0.3497","0.0867","692","8","0.4147","0.9566","0.0434","0.0694","0.000000","Y"
"bowala01","1.10","0.1440","6","4","5","0.6000","2247","32","0.2603","0.4393","0.0067","0.2336","0.7468","0","0","0","0","0","0","0","2227","32","1.4921","3.0822","0.0947","0.5689","0.000000","Y"
"cruzjo01","1.49","0.1917","0","3","1","0.0000","2353","16","0.2843","0.4403","0.0701","0.4577","0.5618","0","0","0","0","0","0","0","2159","16","2.0440","0.0584","0.0556","0.0144","0.000000","Y"
"burroje01","0.73","0.2619","10","3","1","1.0000","1689","1","0.2607","0.4263","0.1421","0.5222","0.3280","0","0","0","0","0","0","0","1287","0","1.6915","0.0668","0.0466","0.0171","0.000000","Y"
"beniqju01","0.92","0.0051","0","1","0","0","1500","8","0.2739","0.4067","0.0527","0.3173","0.6327","0","0","0","0","0","0","0","1316","4","2.3488","0.2234","0.0722","0.0752","0.000000","N"
"coopece01","1.71","0.2730","0","10","5","0.2000","1896","25","0.2983","0.5338","0.1271","0.5934","0.5195","0","0","0","0","0","0","0","1475","24","9.0583","0.6780","0.0820","0.9139","0.000000","Y"
"milleri01","0.58","0","0","1","0","0","1482","7","0.2691","0.3725","0.0189","0.2490","0.6066","0","0","0","0","0","0","0","1258","6","2.2576","0.0588","0.0334","0.0183","0.000000","N"
"oglivbe01","1.48","0.0689","0","2","3","0.3333","1754","16","0.2731","0.4470","0.1340","0.5137","0.5143","0","0","0","0","0","0","0","1483","16","2.2920","0.0816","0.0499","0.0364","0.000000","Y"
"hasslan01","0.27","0","0","0","0","0","388","5","0.0000","0.0000","0.0000","0.0000","0.9510","387","5","0.6197","0.204910","1.6279","0.0672","0.0129","387","5","0.1059","0.5039","0.0310","0.0413","0.000000","N"
"forstte01","0.73","0","0","1","0","0","620","8","0.3974","0.0113","0.0000","0.0113","0.9855","614","8","0.8308","0.085358","1.2883","0.0081","0.0000","615","8","0.0780","0.3951","0.0244","0.0293","0.000000","N"
"hootobu01","1.40","0.1162","0","1","1","0.0000","481","11","0.1230","0.0873","0.0083","0.1019","0.4948","480","11","1.1103","0.122521","3.1063","0.1792","0.0604","480","11","0.3438","0.7771","0.0333","0.0438","0.000000","Y"
"bevacku01","0.29","0","0","0","0","0","970","7","0.2357","0.2206","0.0278","0.2835","0.6608","0","0","0","0","0","0","0","672","0","1.9435","1.2589","0.1190","0.2619","0.000000","N"
"chambch01","1.76","0.0781","11","3","1","0.0000","2175","30","0.2786","0.4193","0.0851","0.4469","0.5743","0","0","0","0","0","0","0","1962","30","9.0576","0.6886","0.0663","0.8598","0.000000","Y"
"alexado01","1.63","0.0234","1","0","0","0","562","6","0.1660","0.0338","0.0000","0.0302","0.8630","561","6","1.1149","0.158039","2.7237","0.1747","0.0321","561","6","0.4706","0.9287","0.0570","0.0642","0.000000","Y"
"ceyro01","2.94","0.0499","1","3","6","0.5000","2073","45","0.2608","0.4713","0.1524","0.5494","0.4042","0","0","0","0","0","0","0","1996","45","0.7791","2.0135","0.1122","0.1593","0.000000","Y"
"braunst01","0.34","0","0","0","0","0","1425","8","0.2710","0.3270","0.0365","0.2723","0.6961","0","0","0","0","0","0","0","887","1","1.3450","0.7959","0.0902","0.1060","0.000000","N"
"porteda02","1.01","0.1262","2","3","3","0.3333","1782","37","0.2472","0.4293","0.1055","0.4635","0.4248","0","0","0","0","0","0","0","1511","36","4.4785","0.4997","0.0887","0.0702","0.000000","Y"
"slatoji01","1.00","0","0","0","0","0","496","8","0.1053","0.0081","0.0000","0.0000","0.9536","496","8","0.9557","0.144476","2.4012","0.1734","0.0444","496","8","0.3629","0.7621","0.0484","0.0726","0.000000","N"
"hendrge01","2.05","0.0952","0","4","3","0.0000","2048","23","0.2777","0.4595","0.1304","0.5425","0.5054","0","0","0","0","0","0","0","1934","19","2.4602","0.1070","0.0336","0.0605","0.000000","Y"
"kisonbr01","0.78","0","0","0","0","0","388","10","0.1634","0.0799","0.0077","0.0799","0.5928","380","10","1.3068","0.147158","2.8237","0.0947","0.0211","380","10","0.3684","0.7816","0.0421","0.0711","0.000000","Y"
"ziskri01","0.62","0.0836","0","2","2","1.0000","1453","6","0.2871","0.4687","0.1425","0.5451","0.3737","0","0","0","0","0","0","0","905","5","1.8564","0.0751","0.0365","0.0221","0.000000","Y"
"kingmda01","2.03","0.0495","0","2","2","1.0000","1941","4","0.2359","0.4642","0.2277","0.6234","0.0644","2","0","0","4.500000","2.0000","0.0000","0.0000","1407","2","4.1471","0.4925","0.1237","0.2900","0.000000","Y"
"speiech01","0.70","0.0030","0","1","2","0.5000","2260","17","0.2458","0.3407","0.0496","0.3186","0.5628","0","0","0","0","0","0","0","2224","15","1.4901","2.8143","0.1295","0.5040","0.000000","Y"
"bumbral01","0.34","0.0962","13","2","1","0.0000","1496","22","0.2814","0.5201","0.0361","0.2687","0.5261","0","0","0","0","0","0","0","1241","19","2.3973","0.0548","0.0355","0.0081","0.000000","Y"
"cabelen01","0.83","0.0060","0","0","0","0","1688","13","0.2767","0.4461","0.0355","0.3531","0.5906","0","0","0","0","0","0","0","1659","9","3.2803","1.1501","0.1055","0.3195","0.000000","N"
"evansdw01","2.13","0.2102","0","13","3","0.0000","2606","32","0.2719","0.5641","0.1477","0.5311","0.3488","0","0","0","0","0","0","0","2289","28","2.3810","0.0996","0.0341","0.0668","0.000000","Y"
"gossari01","1.40","0.1647","6","3","6","0.0000","1003","19","0.1059","0.0010","0.0000","0.0020","0.9631","1002","19","1.1589","0.073453","1.4990","0.0160","0.0000","1002","19","0.0778","0.1796","0.0210","0.0110","0.000000","Y"
"ortajo01","1.01","0","0","0","0","0","1755","8","0.2777","0.4177","0.0741","0.4245","0.5926","0","0","0","0","0","0","0","1112","0","2.0504","1.6969","0.1034","0.3993","0.000000","N"
"reuscri01","1.56","0.1121","9","4","3","0.3333","579","8","0.1677","0.1416","0.0069","0.1364","0.4525","557","8","1.1204","0.131741","3.6176","0.1831","0.0467","557","8","0.5889","1.1975","0.0521","0.0700","0.000000","Y"
"tomlida01","0.14","0","0","0","0","0","409","4","0.1471","0.0147","0.0000","0.0024","0.9756","409","4","2.0833","0.141174","0.6797","0.0000","0.0000","409","4","0.0954","0.2910","0.0269","0.0196","0.000000","N"
"bellbu01","1.84","0.0352","0","10","5","0.0000","2405","0","0.2795","0.4786","0.0836","0.4599","0.6773","0","0","0","0","0","0","0","2373","0","0.9254","2.1108","0.1104","0.1888","0.000000","Y"
"johnscl01","1.58","0","0","0","0","0","1369","21","0.2575","0.3937","0.1432","0.5106","0.4748","0","0","0","0","0","0","0","426","1","5.6596","0.3756","0.0892","0.3404","0.000000","N"
"wohlfji01","0.74","0","0","0","0","0","1220","5","0.2601","0.2861","0.0172","0.2500","0.6918","0","0","0","0","0","0","0","896","5","1.7400","0.0759","0.0391","0.0123","0.000000","N"
"lacyle01","1.49","0","0","0","0","0","1523","17","0.2864","0.4268","0.0598","0.3007","0.5686","0","0","0","0","0","0","0","1315","2","1.7954","0.5338","0.0608","0.1057","0.000000","N"
"lopesda01","1.15","0.0361","1","3","4","0.7500","1812","50","0.2630","0.5646","0.0855","0.3389","0.5298","0","0","0","0","0","0","0","1725","46","2.0626","2.2788","0.1026","0.4765","0.000000","Y"
"yeagest01","1.02","0","0","1","0","0","1269","38","0.2277","0.2813","0.0804","0.3231","0.4279","0","0","0","0","0","0","0","1230","38","4.9675","0.5480","0.0715","0.0610","0.000000","Y"
"goltzda01","1.05","0.1357","1","0","0","0","356","3","0.1064","0.0028","0.0000","0.0197","0.8624","353","3","1.0367","0.146799","3.1303","0.2351","0.0368","353","3","0.4306","0.8130","0.0595","0.0737","0.000000","Y"
"nolanjo01","0.72","0","0","0","0","0","621","3","0.2627","0.2512","0.0435","0.2866","0.7053","0","0","0","0","0","0","0","444","2","4.3694","0.3333","0.0766","0.0450","0.000000","N"
"boonebo01","2.25","0.0199","2","8","4","0.2500","2264","36","0.2537","0.2999","0.0464","0.3648","0.7314","0","0","0","0","0","0","0","2240","36","5.0558","0.5290","0.0817","0.0692","0.000000","Y"
"schmimi01","4.85","0.4137","61","33","10","0.7000","2404","36","0.2675","0.6265","0.2280","0.6635","0.2167","0","0","0","0","0","0","0","2399","36","1.1822","2.1647","0.1367","0.2418","0.000000","Y"
"grubbjo01","0.65","0.0417","1","0","1","0.0000","1424","9","0.2776","0.3883","0.0695","0.3336","0.6081","0","0","0","0","0","0","0","1059","0","1.9424","0.0661","0.0378","0.0189","0.000000","N"
"maddoga01","1.72","0.1042","0","9","0","0","1749","29","0.2846","0.4443","0.0669","0.4311","0.5535","0","0","0","0","0","0","0","1687","28","2.6372","0.0557","0.0462","0.0124","0.000000","Y"
"matthga01","1.62","0.0863","11","2","1","0.0000","2033","19","0.2814","0.5327","0.1151","0.4811","0.4466","0","0","0","0","0","0","0","1876","19","1.7196","0.0720","0.0597","0.0091","0.000000","Y"
"steinbi02","0.52","0","0","0","0","0","959","0","0.2672","0.2795","0.0459","0.3243","0.5693","0","0","0","0","0","0","0","824","0","1.4879","1.7597","0.1189","0.2779","0.000000","N"
"decindo01","2.52","0.2985","0","2","1","0.0000","1649","23","0.2591","0.4718","0.1437","0.5331","0.4518","0","0","0","0","0","0","0","1627","23","0.9115","2.0553","0.1266","0.2274","0.000000","Y"
"garlawa01","0.46","0.0083","0","0","0","0","190","1","0","0.0000","0.0000","0.0000","1.0000","190","1","0.8333","0.212684","2.3684","0.2263","0.0368","190","1","0.4895","0.7474","0.0579","0.0368","0.000000","N"
"tananfr01","1.77","0.0433","0","2","1","0.0000","639","2","0.1525","0.0047","0.0000","0.0078","0.9812","638","2","1.0169","0.135376","4.3464","0.2241","0.0533","638","2","0.3542","1.0000","0.0298","0.0627","0.000000","Y"
"downibr01","1.78","0.0442","0","0","1","0.0000","2344","16","0.2673","0.5068","0.1173","0.4578","0.5192","0","0","0","0","0","0","0","1460","16","3.3432","0.2555","0.0349","0.0226","0.000000","Y"
"hairsje01","0.34","0","0","0","0","0","859","2","0.2578","0.2515","0.0349","0.2386","0.7206","0","0","0","0","0","0","0","366","2","2.1339","0.1120","0.0574","0.0847","0.000000","N"
"burrira01","0.75","0","0","0","0","0","490","3","0.1514","0.0612","0.0020","0.0551","0.6735","480","3","0.8060","0.160125","2.2188","0.0979","0.0208","480","3","0.3271","0.6250","0.0479","0.0333","0.000000","N"
"thornan01","2.47","0.0213","0","3","2","0.0000","1565","0","0.2536","0.5061","0.1617","0.5719","0.4562","0","0","0","0","0","0","0","743","0","8.3970","0.6756","0.0700","0.7510","0.000000","Y"
"driesda01","1.18","0.0833","2","0","0","0","1732","23","0.2672","0.4307","0.0883","0.4405","0.5849","0","0","0","0","0","0","0","1641","15","6.7386","0.6557","0.0585","0.6197","0.000000","N"
"griffke01","1.64","0.0744","0","2","2","0.0000","2097","20","0.2964","0.5384","0.0725","0.4096","0.5718","0","0","0","0","0","0","0","1875","19","2.4416","0.1061","0.0475","0.0763","0.000000","Y"
"ashbyal01","1.10","0","0","0","0","0","1370","11","0.2450","0.2898","0.0657","0.3745","0.5460","0","0","0","0","0","0","0","1305","11","5.4375","0.5249","0.0874","0.0575","0.000000","N"
"easlemi01","1.51","0.0060","0","0","1","0.0000","1151","3","0.2932","0.4040","0.1025","0.4535","0.3953","0","0","0","0","0","0","0","567","0","2.0847","0.1182","0.0582","0.0511","0.000000","N"
"grossgr01","0.82","0.2917","7","0","0","0","1809","18","0.2865","0.2482","0.0039","0.1703","0.8618","2","0","0","9.000000","1.5000","0.0000","0.0000","1280","13","1.4703","0.0844","0.0258","0.0336","0.000000","Y"
"brettge01","3.51","0.2971","28","14","10","0.9000","2707","43","0.3048","0.5848","0.1171","0.5896","0.6646","0","0","0","0","0","0","0","2200","43","2.5014","1.8109","0.1327","0.3064","0.000000","Y"
"whitefr01","1.87","0","0","11","5","0.2000","2324","42","0.2552","0.3924","0.0688","0.3812","0.5546","0","0","0","0","0","0","0","2324","42","2.1274","2.8524","0.0886","0.6278","0.000000","Y"
"roystje01","0.69","0","0","0","0","0","1428","3","0.2493","0.3866","0.0280","0.2465","0.6261","0","0","0","0","0","0","0","1390","4","1.2791","1.8007","0.1266","0.2813","0.000000","N"
"zahnge01","1.15","0.0500","0","1","0","0","304","1","0.1395","0.0099","0.0000","0.0033","0.9704","304","1","1.0183","0.204901","2.3191","0.2599","0.0658","304","1","0.2862","1.0724","0.0789","0.0625","0.000000","Y"
"campbbi02","0.74","0.1549","1","4","1","0.0000","700","6","0.1538","0.0029","0.0000","0.0029","0.9857","700","6","1.2206","0.083943","1.2343","0.0029","0.0014","700","6","0.1700","0.2457","0.0186","0.0157","0.000000","Y"
"moorech02","0.77","0","0","0","0","0","1334","16","0.2608","0.3418","0.0270","0.3058","0.6477","0","0","0","0","0","0","0","1293","14","3.4656","0.3627","0.0781","0.0410","0.000000","N"
"thomago01","1.51","0.1671","0","1","1","0.0000","1435","17","0.2247","0.4746","0.1868","0.5449","0.0669","0","0","0","0","0","0","0","1167","15","2.5313","0.0480","0.0437","0.0129","0.000000","Y"
"garneph01","1.22","0","0","0","3","0.0000","1860","21","0.2598","0.4194","0.0586","0.3968","0.5473","0","0","0","0","0","0","0","1856","22","1.4795","2.3470","0.1395","0.4052","0.000000","Y"
"trillma01","1.07","0.0417","1","9","4","0.5000","1780","17","0.2625","0.3360","0.0343","0.3208","0.5831","0","0","0","0","0","0","0","1729","16","2.3002","2.8080","0.0977","0.5951","0.000000","Y"
"ruthvdi01","2.03","0","0","0","1","0.0000","363","5","0.1833","0.1157","0.0028","0.1212","0.4160","355","5","0.9685","0.194507","3.2254","0.1718","0.0479","355","5","0.4197","0.8394","0.1155","0.0535","0.000000","N"
"parkeda01","2.19","0.3447","27","15","6","0.6667","2466","30","0.2898","0.5158","0.1375","0.6054","0.3767","0","0","0","0","0","0","0","1887","18","2.0927","0.0806","0.0763","0.0249","0.000000","Y"
"winfida01","2.99","0.2433","6","20","12","0.6667","2973","26","0.2827","0.5614","0.1564","0.6165","0.4329","0","0","0","0","0","0","0","2479","19","2.0218","0.0678","0.0383","0.0153","0.000000","Y"
"dwyerji01","0.65","0","0","0","0","0","1328","4","0.2604","0.3080","0.0580","0.2628","0.6973","0","0","0","0","0","0","0","709","3","1.9182","0.1030","0.0395","0.0691","0.000000","N"
"hillma01","0.51","0","0","0","0","0","737","0","0.2233","0.1981","0.0461","0.2687","0.6703","0","0","0","0","0","0","0","700","0","4.2557","0.4057","0.0471","0.0486","0.000000","N"
"madlobi01","2.01","0.1044","2","2","3","0.0000","1806","17","0.3045","0.5094","0.0903","0.4762","0.7176","0","0","0","0","0","0","0","1684","16","1.0059","1.7963","0.1318","0.1859","0.000000","Y"
"waitsri01","0.97","0","0","0","0","0","329","0","0.0000","0.0122","0.0000","0.0000","0.9970","317","0","0.8587","0.195931","2.0789","0.1483","0.0315","317","0","0.2871","0.7950","0.0252","0.0315","0.000000","N"
"easteja01","0.74","0","0","0","0","0","323","2","0.1613","0.0062","0.0000","0.0093","0.9505","321","2","0.6970","0.270810","1.0903","0.0000","0.0000","321","2","0.1340","0.2617","0.0062","0.0093","0.000000","N"
"burleri01","1.44","0.0273","1","4","3","0.3333","1346","14","0.2726","0.4874","0.0371","0.3336","0.6456","0","0","0","0","0","0","0","1290","12","1.8209","3.1853","0.1465","0.6922","0.000000","Y"
"lynnfr01","2.64","0.3359","45","12","9","0.6667","1969","15","0.2830","0.5399","0.1554","0.5642","0.4332","0","0","0","0","0","0","0","1825","15","2.4964","0.0625","0.0301","0.0181","0.000000","Y"
"riceji01","4.13","0.3879","25","10","7","0.5714","2089","18","0.2981","0.5979","0.1829","0.6946","0.3188","0","0","0","0","0","0","0","1543","14","2.0110","0.0888","0.0428","0.0123","0.000000","Y"
"bochtbr01","1.03","0","0","0","1","0.0000","1538","0","0.2824","0.4181","0.0650","0.4278","0.5696","0","0","0","0","0","0","0","1437","0","6.3640","0.4475","0.0626","0.5839","0.000000","N"
"knighra01","1.31","0.0913","2","3","2","0.0000","1495","15","0.2715","0.3278","0.0562","0.3980","0.6127","0","0","0","0","0","0","0","1397","15","2.6263","1.3300","0.0938","0.3014","0.000000","Y"
"kernji01","0.22","0.0940","0","3","3","0.0000","416","0","0.0000","0.0000","0.0000","0.0000","0.9832","416","0","0.9298","0.141827","1.5649","0.0024","0.0000","416","0","0.1034","0.2764","0.0385","0.0168","0.000000","N"
"ruhleve01","0.40","0","0","0","0","0","327","3","0.1484","0.0367","0.0000","0.0275","0.7064","327","3","0.7614","0.148379","1.7798","0.0887","0.0367","327","3","0.3394","0.5321","0.0398","0.0275","0.000000","N"
"cowenal01","0.85","0.5536","4","1","0","0","1584","14","0.2700","0.4444","0.0682","0.4527","0.5840","0","0","0","0","0","0","0","1484","16","1.9265","0.0829","0.0323","0.0135","0.000000","N"
"leonade01","1.96","0.0699","5","1","0","0","313","10","0","0.0000","0.0000","0.0000","1.0000","312","10","1.3585","0.138077","4.2404","0.3301","0.0737","312","10","0.4327","0.9359","0.0769","0.0897","0.000000","Y"
"lopezau01","0.89","0.0071","0","0","0","0","459","5","0.1250","0.0000","0.0000","0.0000","0.9717","459","5","1.7222","0.094815","1.3834","0.0000","0.0000","459","5","0.0806","0.2113","0.0261","0.0131","0.000000","N"
